Lines,DTS,DTA,PH,EH,EN,BW,BL,SL,SPAD1,SPAD1_Date,SPAD2,SPAD2_Date,ST,StPu,StPi,Kinki,Prolif,NBR
B73,7/1/23,7/1/23,181,65,2,8,61,13.4,58.7,7/16/23,47.9,8/3/23,N,N,N,1,1,1
B73,7/1/23,7/1/23,185,57,2,8,62.2,13,55.3,7/16/23,31.9,8/3/23,N,N,N,1,1,2
B73,6/28/23,6/26/23,187,67,2,8.4,62.2,,61.1,7/16/23,50.6,8/1/23,N,N,N,0,1,2
B73,7/1/23,6/30/23,180,70,2,8,57.4,13.8,60.4,7/16/23,44.9,8/3/23,N,N,N,,,1
B73,7/1/23,6/28/23,180,60,2,9.2,66.2,14,57.9,7/16/23,46.5,8/3/23,N,N,N,,,2
B73,7/3/23,7/1/23,195,65,2,8.8,67.8,14,59.7,7/16/23,37.2,8/5/23,N,N,Y,,,1
B73,7/1/23,6/30/23,190,59,3,9,67.2,13.2,58.5,7/16/23,49.4,8/3/23,N,N,N,,,1
B73,7/4/23,7/1/23,183,70,2,6.6,50.6,13.2,49.7,7/16/23,26.8,8/7/23,N,N,N,,,2
B73,6/27/23,6/26/23,196,66,3,9,68.3,13,62.6,7/16/23,53.5,8/1/23,N,N,N,,,2
B73,7/2/23,7/1/23,193,67,2,9,65.8,13.6,59.9,7/16/23,53.8,8/5/23,N,N,N,,,1
B73,7/3/23,7/1/23,183,75,2,8,59.6,13.6,61,7/16/23,48.2,8/5/23,N,N,N,,,1
B73,7/1/23,7/1/23,192,75,3,8.2,57.4,10,59,7/16/23,51,8/3/23,N,N,N,,,2
B73,7/4/23,7/1/23,174,60,2,7.4,56.5,14,55.1,7/16/23,34.7,8/7/23,N,N,N,,,1
B73,7/5/23,7/1/23,171,63,3,8.8,63.6,13,54.4,7/16/23,,,N,Y,N,,,1
B73,7/5/23,6/30/23,177,65,2,9.2,67.4,14,60.8,7/16/23,,,N,N,N,,,1
B73,6/29/23,6/27/23,191,62,2,8,59.8,14,57,7/16/23,51.2,8/2/23,N,N,N,,,2
B73,7/1/23,7/1/23,191,70,2,8.4,62,14,75.1,7/16/23,47.8,8/3/23,N,N,N,,,1
B73,7/2/23,6/30/23,183,69,2,8.4,63.4,14,55.1,7/16/23,41.3,8/5/23,N,N,N,,,2
B73,6/30/23,6/29/23,175,50,2,8,59.6,15,63.9,7/16/23,44.9,8/3/23,N,N,N,,,1
B73,7/2/23,6/29/23,179,62,2,9.2,67.6,13.5,57.1,7/16/23,42.5,8/5/23,N,N,N,,,2
B73,7/2/23,6/30/23,175,63,2,7.5,54,13.8,56.3,7/16/23,23.4,8/5/23,N,N,N,,,1
B73,6/29/23,6/28/23,203,70,3,8.9,69,15.1,62.9,7/16/23,33.1,8/2/23,N,N,N,,,2
B73,6/30/23,6/28/23,194,63,2,8.2,65.4,13.4,56.2,7/16/23,37.9,8/3/23,N,N,N,,,1
B73,7/2/23,6/30/23,195,70,2,8.9,61.9,14,55.4,7/16/23,30.4,8/5/23,N,N,N,,,1
B73,7/4/23,7/1/23,179,67,2,7.1,53.2,12.6,50.7,7/16/23,18.5,8/7/23,N,N,N,,,0
B73,7/1/23,6/29/23,194,68,2,8.5,67.5,14,60.2,7/16/23,35.5,8/3/23,N,N,N,,,1
B73,7/2/23,6/30/23,194,51,2,8.1,58.3,13.5,64.2,7/16/23,44.6,8/5/23,N,N,N,,,2
B73,7/3/23,7/1/23,172,68,3,9.2,68.7,13.9,66.4,7/16/23,38,8/5/23,N,N,N,,,2
B73,7/3/23,7/2/23,190,57,2,9.2,67.9,14.1,61.6,7/16/23,51.6,8/5/23,N,N,N,,,2
B73,7/2/23,6/28/23,197,70,3,8.3,60.9,13.6,63.5,7/16/23,46.6,8/5/23,N,N,N,,,1
B73,7/2/23,6/28/23,180,64,2,8.1,62.5,14,64.4,7/16/23,38.4,8/5/23,N,N,N,,,2
B73,7/1/23,6/29/23,192,72,2,8.4,61.2,14,54.1,7/16/23,41.9,8/3/23,N,N,N,,,1
B73,7/1/23,6/30/23,195,65,2,8.3,57.4,14.1,60.5,7/16/23,52.5,8/3/23,N,N,N,,,1
B73,7/1/23,6/30/23,192,51,2,8.7,61,13.1,55.7,7/16/23,48.2,8/3/23,N,N,N,,,1
B73,7/1/23,6/28/23,196,57,2,8.4,63.2,13.2,67.8,7/16/23,50.2,8/3/23,N,N,N,,,2
B73,7/1/23,7/1/23,187,67,2,7.5,58.4,13.8,55.2,7/16/23,44,8/3/23,N,N,N,,,1
B73,7/2/23,7/1/23,184,62,2,8.2,59.2,13.5,61.2,7/16/23,51.1,8/5/23,N,N,N,,,2
B73,6/30/23,6/29/23,201,72,3,9.1,69,13.5,64.2,7/16/23,49.5,8/3/23,N,N,N,,,1
B73,7/1/23,6/29/23,180,58,2,7.3,58.8,13.4,59.2,7/16/23,40,8/3/23,N,N,N,,,1
B73,7/2/23,7/1/23,186,61,2,8.2,62.9,13.7,59.2,7/16/23,51.7,8/5/23,N,N,N,,,1
B73,7/2/23,7/1/23,183,67,3,8.6,64.2,12.5,56.9,7/16/23,8.8,8/5/23,N,N,N,,,1
B73,7/4/23,7/2/23,194,61,2,8.7,68.5,13.5,63.8,7/17/23,40.7,8/7/23,N,N,N,,,2
B73,7/3/23,7/1/23,186,66,2,7.6,61,15.2,57.4,7/17/23,37.9,8/5/23,N,N,N,,,1
B73,7/2/23,7/1/23,176,67,2,8.1,54.6,13.4,62.5,7/17/23,22.4,8/5/23,N,N,N,,,0
B73,6/29/23,6/29/23,190,66,2,9.1,69.4,13.9,65.8,7/17/23,50.8,8/2/23,N,N,N,,,1
B73,7/4/23,7/4/23,181,61,3,9.6,71.6,14.4,55.7,7/17/23,27.2,8/7/23,N,N,N,,,1
B73,7/1/23,7/1/23,189,66,3,7.7,62.6,13.3,57.6,7/17/23,37.7,8/3/23,N,N,N,,,0
B73,7/3/23,7/1/23,201,70,2,8.1,62.1,14.3,60.2,7/17/23,49.2,8/5/23,N,N,N,,,1
B73,7/1/23,6/30/23,192,66,2,8.3,60.4,13,62.5,7/17/23,48.8,8/3/23,N,N,N,,,1
B73,7/2/23,7/1/23,187,68,3,8.6,64,13,62.7,7/17/23,42.2,8/5/23,N,N,N,,,1
B73,7/4/23,7/2/23,197,56,4,9.4,61.9,12.2,63.7,7/17/23,45.9,8/7/23,N,N,N,,,2
B73,7/4/23,7/2/23,199,79,3,7.9,67.5,14.6,63.5,7/17/23,44.7,8/7/23,N,N,N,,,1
B73,7/2/23,7/1/23,191,67,2,8.5,61.1,14,62.5,7/17/23,37.8,8/5/23,N,N,N,,,1
B73,7/4/23,7/2/23,193,62,2,8.7,68,13.4,54.7,7/17/23,30.2,8/7/23,N,N,N,,,2
B73,7/2/23,7/2/23,195,61,2,8.1,61.2,15.2,56.8,7/17/23,45.2,8/5/23,N,N,N,,,1
B73,7/4/23,7/2/23,178,48,2,8.4,65.5,13.9,57.6,7/17/23,25.6,8/7/23,N,N,N,,,2
B73,7/3/23,7/1/23,187,67,3,8.8,68,13.8,61.4,7/17/23,48.6,8/5/23,N,N,N,,,2
B73,7/2/23,7/1/23,195,68,2,7.2,55.6,13.7,59.2,7/17/23,30.3,8/5/23,N,N,N,,,1
B73,7/3/23,7/1/23,193,70,3,8.8,59.6,12.5,59.3,7/17/23,51.4,8/5/23,N,N,N,,,2
B73,7/1/23,7/1/23,187,55,2,8.6,64,13.6,57.6,7/17/23,45.1,8/3/23,N,N,N,,,1
B73,7/1/23,6/28/23,192,72,3,7.9,61.4,13,59.8,7/17/23,41.1,8/3/23,N,N,N,,,1
B73,7/1/23,6/28/23,200,66,2,8.5,66.6,13.1,58.1,7/17/23,42,8/3/23,N,N,N,,,2
B73,7/4/23,7/1/23,189,66,2,8.5,67.1,14,62,7/17/23,26.5,8/7/23,N,N,N,,,1
B73,7/1/23,6/30/23,191,65,3,8.6,60.5,13,57.3,7/17/23,41.4,8/5/23,N,N,N,,,1
B73,7/4/23,7/1/23,170,60,2,6.7,50.5,12.8,53,7/17/23,40.8,8/7/23,N,N,N,,,1
B73,7/5/23,7/5/23,197,61,2,9.2,67.7,13,61.8,7/17/23,50,8/10/23,N,N,N,,,1
B73,6/30/23,6/28/23,198,75,3,9.4,71.2,13.6,60.6,7/17/23,47.2,8/5/23,N,N,N,,,1
B73,7/2/23,7/1/23,196,72,2,8.2,61.5,13.3,60.3,7/17/23,56,8/5/23,N,N,N,,,1
B73,7/4/23,7/3/23,180,59,3,8.6,66.2,12.8,59.6,7/17/23,43.3,8/7/23,N,N,N,,,1
B73,7/1/23,6/30/23,193,76,3,8.8,63.4,13.6,58.4,7/17/23,52,8/5/23,N,N,N,,,2
B73,7/2/23,7/1/23,195,65,3,9.6,64,14,56,7/17/23,32.5,8/5/23,N,N,N,,,2
B73,7/1/23,6/29/23,184,63,2,9.7,63.3,15.3,60.6,7/17/23,22.3,8/5/23,N,N,N,,,2
B73,7/2/23,6/30/23,172,65,2,7.1,61.6,13.8,52.1,7/17/23,39.7,8/5/23,N,N,N,,,1
B73,7/4/23,7/2/23,192,73,3,8.5,62,13,64.1,7/17/23,32,8/7/23,N,N,N,,,1
B73,6/30/23,6/30/23,180,71,2,7,53.1,12.6,51.5,7/17/23,45.5,8/5/23,N,N,Y,,,1
B73,7/2/23,7/2/23,184,74,3,7.3,58.1,14,58.8,7/17/23,45.4,8/5/23,N,N,N,,,1
B73,7/5/23,7/2/23,174,65,2,7.2,55.3,12.4,59.3,7/17/23,42.4,8/10/23,N,N,N,,,1
B73,7/4/23,7/2/23,175,63,2,7.4,60.3,12.7,59.9,7/17/23,36.5,8/7/23,N,N,N,,,0
B73,7/1/23,6/30/23,174,63,2,7.5,60.5,16,50.8,7/17/23,43.9,8/5/23,N,N,N,,,1
B73,7/3/23,7/1/23,180,50,2,8.2,66.1,13.4,65.1,7/17/23,48.3,8/5/23,N,N,N,,,2
B73,7/4/23,7/2/23,186,65,2,6.9,55,14.1,55.1,7/17/23,29.1,8/7/23,N,N,N,,,1
B73,7/3/23,7/2/23,173,64,3,7.7,59.5,13.5,58.2,7/17/23,44,8/5/23,N,N,N,,,2
B73,7/2/23,6/30/23,164,54,2,8.6,65.2,12.9,53.5,7/17/23,44.3,8/5/23,N,N,N,,,2
B73,7/2/23,6/30/23,184,74,2,8.2,58.1,14.2,60.7,7/17/23,39.9,8/5/23,N,N,N,,,1
B73,7/2/23,7/2/23,172,64,2,8,60,12,50.5,7/17/23,,,N,N,N,0,1,2
B73,7/6/23,7/4/23,172,64,2,8.4,60.8,13,49,7/17/23,,,N,N,N,1,1,2
B73,7/4/23,7/2/23,172,60,2,9.7,70.5,12.8,59.3,7/17/23,,,N,N,N,,,2
B73,7/2/23,6/30/23,173,64,2,6.5,53.2,12.2,50.6,7/17/23,,,N,N,N,,,0
B73,7/2/23,7/2/23,174,60,2,8,60.4,12.5,60,7/17/23,,,N,N,N,,,0
B73,7/4/23,7/2/23,154,53,2,7.2,68.6,11.7,49.2,7/17/23,,,N,N,N,,,2
B73,7/2/23,6/30/23,174,64,2,7,59.8,13.2,57.8,7/17/23,,,N,N,N,,,1
B73,7/9/23,6/29/23,175,55,1,9.9,59.2,11.6,55.8,7/17/23,,,N,N,N,,,1
B73,7/4/23,6/30/23,160,60,2,7.6,56.4,12.5,55.2,7/17/23,,,N,N,N,,,2
B73,7/4/23,7/2/23,172,63,2,8.2,,13,54.7,7/17/23,,,N,N,N,,,1
B73,7/2/23,6/29/23,173,70,2,7.2,64.2,14,56.4,7/17/23,,,N,N,N,,,1
B73,6/28/23,6/26/23,173,60,2,8.2,61.1,13.1,58.1,7/17/23,,,N,N,N,,,0
B73,7/1/23,6/29/23,173,63,2,8.9,65.9,13.6,61.1,7/17/23,,,N,N,N,,,1
B73,6/29/23,6/27/23,192,73,3,9.4,70.7,13.3,63.7,7/17/23,,,N,N,N,,,2
B73,6/30/23,6/29/23,192,72,2,8.7,64.3,14.1,56.1,7/17/23,,,N,N,N,,,1
B73,6/28/23,6/27/23,194,84,2,9,70.1,13.9,61.2,7/17/23,,,N,N,N,,,1
B73,6/29/23,6/27/23,191,70,2,9,67.9,13,61,7/18/23,,,N,N,N,,,2
B73,6/30/23,6/29/23,194,70,2,9.6,73.6,14.1,59.3,7/18/23,,,N,N,N,,,2
B73,7/1/23,6/28/23,195,70,2,9.2,65.9,14.2,58.6,7/18/23,,,N,N,N,,,1
B73,6/30/23,6/29/23,190,68,3,9.2,65.8,14.2,63.6,7/18/23,,,N,N,N,,,1
B73,6/30/23,6/30/23,190,65,2,9.4,72.5,13.8,58.4,7/18/23,,,N,N,N,,,2
B73,7/1/23,6/30/23,185,60,2,9,69,14,56.3,7/18/23,,,N,N,N,,,1
B73,6/30/23,6/28/23,186,65,2,9,75.2,14,60.8,7/18/23,,,N,N,N,,,1
B73,7/1/23,6/28/23,183,63,2,8.9,69.6,13.2,60.8,7/18/23,,,N,N,N,,,1
B73,6/30/23,6/28/23,173,70,2,8.9,70.2,12.5,60.6,7/18/23,,,N,N,N,,,1
B73,7/2/23,6/30/23,174,53,2,10.3,69.6,13,51.3,7/18/23,,,N,N,N,,,1
B73,7/4/23,6/30/23,192,60,2,9.8,71.4,13.2,61,7/18/23,,,N,N,N,,,1
B73,7/2/23,6/28/23,173,70,2,7.3,55.2,13.6,58,7/18/23,,,N,N,N,,,1
B73,7/1/23,6/30/23,176,70,2,9.5,71.3,13.3,67.6,7/18/23,,,N,N,N,,,1
B73,6/30/23,6/30/23,184,66,2,9.1,72.4,13.7,59.5,7/18/23,,,N,N,N,,,1
B73,6/30/23,6/29/23,193,70,2,8,64.3,14.6,56.2,7/18/23,,,N,N,N,,,1
B73,7/2/23,6/30/23,192,73,2,7.4,67.4,12.6,55.7,7/18/23,,,N,N,N,,,0
B73,7/1/23,6/30/23,185,55,2,8.8,60.9,13.5,63.6,7/18/23,,,N,N,N,,,2
B73,7/2/23,6/30/23,173,53,2,8.8,66.8,13.5,60.5,7/18/23,,,N,N,N,,,1
B73,7/1/23,6/30/23,175,50,2,8.9,64.6,13.2,61.4,7/18/23,,,N,N,N,,,1
B73,7/4/23,7/2/23,175,70,2,8.9,69.2,14.7,62.9,7/18/23,,,N,N,N,,,1
B73,6/30/23,6/27/23,175,55,2,8.8,68.3,12.3,61.3,7/18/23,,,N,N,N,,,1
B73,7/3/23,7/2/23,180,65,2,8.3,61.4,14.2,62.4,7/18/23,,,N,N,N,,,1
B73,7/5/23,7/2/23,183,53,1,8.1,66,13.5,58.4,7/18/23,,,N,N,N,,,
Zv.0200_P3_P2_P1.1.1.1,7/1/23,6/29/23,181,60,3,,,,,,,,N,N,N,0,1,
Zv.0200_P3_P2_P1.1.1.1,6/28/23,6/28/23,191,61,3,8,61.8,13.1,57.3,7/20/23,40.1,8/2/23,N,N,N,,,1
Zv.0200_P3_P2_P1.1.1.1,6/30/23,6/28/23,173,70,3,7.8,57.4,13.3,59.5,7/18/23,,,N,N,N,,,0
Zv.0200_P3_P2_P2.2.1.1,6/29/23,6/26/23,176,63,2,,,,,,,,N,N,N,0,1,
Zv.0200_P3_P2_P2.2.1.1,7/5/23,7/3/23,164,55,2,7.3,60,13.1,53.9,7/20/23,27.5,8/10/23,N,N,N,,,0
Zv.0200_P3_P2_P2.2.1.1,7/4/23,7/2/23,182,73,2,7.9,64.5,14,57.7,7/18/23,,,N,N,N,,,2
Zv.0200_P3_P4_P1.1.1.1,7/21/23,7/7/23,139,25,1,,,,,,,,N,N,N,0,1,
Zv.0200_P3_P4_P1.1.1.1,NA,NA,,,,,,,,,,,Y,N,N,,,0
Zv.0200_P3_P4_P1.1.1.1,7/9/23,7/7/23,160,31,1,6,50.9,11.9,38.7,7/16/23,21.1,8/15/23,N,N,Y,,,0
Zv.0200_P3_P4_P1.2.1.1,7/1/23,6/28/23,180,46,6,,,,,,,,N,N,N,1,2,
Zv.0200_P3_P4_P1.2.1.1,6/29/23,6/30/23,184,59,4,8.5,57.1,15.1,57.8,7/19/23,40.8,8/2/23,N,N,N,1,2,1
Zv.0200_P3_P4_P1.2.1.1,6/27/23,6/27/23,183,50,6,8.8,64.2,14.5,58.4,7/18/23,,,N,N,N,,,1
Zv.0200_P3_P4_P2.1.1.1,7/4/23,7/6/23,218,73,2,,,,,,38.3,8/7/23,N,N,N,0,1,
Zv.0200_P3_P4_P2.1.1.1,6/30/23,6/30/23,216,68,2,8.2,52,13.2,55.6,7/19/23,40.9,8/3/23,N,N,N,,,1
Zv.0200_P3_P4_P2.1.1.1,6/29/23,6/29/23,212,66,3,9.4,65,12.9,58,7/17/23,38.2,8/2/23,N,N,N,,,1
Zv.0200_P3_P5_P1.1.1.1,7/4/23,7/4/23,187,30,2,,,,,,41.9,8/7/23,N,N,N,1,1,
Zv.0200_P3_P5_P1.1.1.1,7/3/23,6/30/23,151,35,3,7.6,62.6,14.2,,,,,N,N,N,,,0
Zv.0200_P3_P5_P1.1.1.1,7/3/23,7/2/23,172,70,2,7.6,66.6,14.3,52.9,7/17/23,39.2,8/5/23,N,N,N,,,1
Zv.0390_P2_P1_P1.1.1.1,7/1/23,6/30/23,,,,,,,,,,,N,N,N,,,
Zv.0390_P2_P1_P1.1.1.1,7/1/23,7/4/23,199,65,2,7.2,54.4,14.2,60.1,7/19/23,41.8,8/3/23,N,N,N,,,2
Zv.0390_P2_P1_P1.1.1.1,7/4/23,7/4/23,200,81,3,7.7,58.2,12.7,68,7/16/23,51.9,8/7/23,N,N,N,2,1,2
Zv.0390_P2_P1_P1.2.1.1,6/29/23,6/27/23,,,,,,,,,,,N,N,N,1,1,
Zv.0390_P2_P1_P1.2.1.1,6/30/23,6/26/23,157,47,2,6.7,46,12.7,60.1,7/19/23,32.2,8/3/23,N,N,N,,,1
Zv.0390_P2_P1_P1.2.1.1,6/29/23,6/26/23,171,74,4,8,55.8,14.2,69.6,7/17/23,,,N,N,N,,,0
Zv.0390_P2_P2_P1.1.1.1,7/1/23,7/1/23,165,40,3,,,,,,,,N,N,N,0,1,
Zv.0390_P2_P2_P1.1.1.1,7/3/23,7/3/23,178,65,3,7.4,58.5,12.9,55.7,7/20/23,29.2,8/5/23,N,N,N,,,0
Zv.0390_P2_P2_P1.1.1.1,6/29/23,6/30/23,192,63,4,7,55.5,12.3,56.9,7/17/23,40.9,8/2/23,N,N,N,,,1
Zv.0390_P2_P2_P1.2.1.1,6/28/23,6/27/23,,,,,,,,,,,N,N,N,0,2,
Zv.0390_P2_P2_P1.2.1.1,7/1/23,6/30/23,174,57,3,8.2,55.5,12,47.7,7/18/23,32.8,8/3/23,N,N,N,,,2
Zv.0390_P2_P2_P1.2.1.1,6/28/23,6/29/23,184,72,4,7.6,54,12.4,54,7/16/23,37.2,8/1/23,N,N,N,,,0
Zv.0390_P2_P3_P1.1.1.1,7/1/23,6/28/23,184,73,3,,,,,,41.7,8/3/23,N,N,N,0,1,
Zv.0390_P2_P3_P1.1.1.1,6/27/23,6/26/23,174,56,3,8.4,61.4,11.8,66.6,7/20/23,,,N,N,N,,,1
Zv.0390_P2_P3_P1.1.1.1,6/30/23,6/28/23,183,53,3,9.2,65.3,12.6,63.8,7/17/23,,,N,N,N,,,2
Zv.0390_P2_P3_P1.2.1.1,7/3/23,7/1/23,227,80,3,,,,,,,,N,N,N,1,1,
Zv.0390_P2_P3_P1.2.1.1,6/30/23,6/27/23,205,77,5,8.4,59.7,12.6,66.9,7/20/23,57.2,8/3/23,N,N,N,,,2
Zv.0390_P2_P3_P1.2.1.1,7/3/23,7/1/23,213,74,3,7.9,60.1,14.5,60.1,7/17/23,58.3,8/5/23,N,N,N,,,2
Zv.0390_P2_P3_P2.1.1.1,7/5/23,7/4/23,255,90,3,,,,,,,,N,N,N,1,1,
Zv.0390_P2_P3_P2.1.1.1,7/3/23,7/4/23,231,95,3,8.7,64.9,14.6,62.4,7/19/23,56.5,8/5/23,N,N,N,,,2
Zv.0390_P2_P3_P2.1.1.1,7/4/23,7/2/23,222,80,2,8.4,62,14.5,63.2,7/16/23,18.4,8/7/23,N,N,N,,,2
Zv.0390_P2_P3_P2.2.1.1,7/2/23,6/30/23,224,100,6,,,,,,48,8/5/23,N,N,N,1,1,
Zv.0390_P2_P3_P2.2.1.1,7/4/23,7/2/23,210,77,4,8.2,67,15.6,60.5,7/19/23,23,8/7/23,N,N,N,,,1
Zv.0390_P2_P3_P2.2.1.1,7/2/23,6/30/23,204,80,4,9,75.2,15.2,62.7,7/18/23,,,N,N,N,,,1
Zv.0390_P2_P4_P1.1.1.1,6/30/23,7/1/23,222,83,4,,,,,,45.5,8/3/23,N,N,N,0,1,
Zv.0390_P2_P4_P1.1.1.1,7/2/23,7/2/23,207,85,2,7.7,55.4,14.6,60.7,7/20/23,40.2,8/5/23,N,N,N,,,1
Zv.0390_P2_P4_P1.1.1.1,6/29/23,6/28/23,213,90,3,8.6,65.4,14.8,59.8,7/17/23,,,N,N,N,,,2
Zv.0390_P2_P4_P1.2.1.1,7/1/23,6/28/23,,,,,,,,,,,N,N,N,0,1,
Zv.0390_P2_P4_P1.2.1.1,7/2/23,6/30/23,177,73,4,6.7,49,14.6,56.6,7/19/23,39.3,8/5/23,N,N,N,,,1
Zv.0390_P2_P4_P1.2.1.1,7/2/23,7/1/23,209,91,2,8.1,64.6,14.2,62.1,7/16/23,56.3,8/5/23,N,N,N,,,1
Zv.0290_P2_P1_P1.1.1.1,7/1/23,7/2/23,189,78,3,,,,,,37.5,8/3/23,N,N,N,0,1,
Zv.0290_P2_P1_P1.1.1.1,7/5/23,7/5/23,184,48,3,7.9,62.4,12.7,56.9,7/20/23,7.8,8/10/23,N,N,N,,,1
Zv.0290_P2_P1_P1.1.1.1,7/1/23,6/30/23,180,83,6,8.8,59.5,12.5,63.7,7/18/23,,,N,N,N,,,1
Zv.0290_P2_P1_P1.2.1.1,7/1/23,7/1/23,155,68,5,,,,,,25.3,8/3/23,N,N,N,1,1,
Zv.0290_P2_P1_P1.2.1.1,6/30/23,6/30/23,160,55,3,7.7,59.1,12,51.2,7/19/23,30.8,8/3/23,N,N,N,,,2
Zv.0290_P2_P1_P1.2.1.1,6/30/23,6/30/23,152,60,4,8,58.8,10.3,53.2,7/17/23,,,N,N,N,,,1
Zv.0290_P2_P2_P1.1.1.1,6/28/23,6/27/23,200,75,3,,,,,,,,N,N,N,0,1,
Zv.0290_P2_P2_P1.1.1.1,6/30/23,6/26/23,162,60,3,8.4,71.3,11.7,64.4,7/19/23,46.1,8/3/23,N,N,N,,,1
Zv.0290_P2_P2_P1.1.1.1,7/1/23,7/1/23,192,75,5,8.8,67.6,15,68.1,7/16/23,45.1,8/3/23,N,N,N,,,1
Zv.0290_P2_P2_P1.2.1.1,6/28/23,6/28/23,177,73,2,,,,,,,,N,N,N,1,1,
Zv.0290_P2_P2_P1.2.1.1,6/30/23,6/27/23,136,55,4,8.1,60,9.4,65.5,7/19/23,49,8/3/23,N,N,N,,,2
Zv.0290_P2_P2_P1.2.1.1,7/1/23,7/1/23,154,63,2,7.8,61.1,12.8,67.5,7/17/23,53.6,8/5/23,N,N,N,,,2
Zv.0290_P2_P2_P2.1.1.1,7/8/23,7/7/23,240,88,2,,,,,,34.1,8/15/23,N,N,N,0,2,
Zv.0290_P2_P2_P2.1.1.1,7/12/23,7/12/23,228,85,2,8.8,60.8,12.8,,,,,N,N,N,,,1
Zv.0290_P2_P2_P2.1.1.1,7/8/23,7/6/23,225,85,4,9.9,76.1,15.8,66.2,7/16/23,38.3,8/15/23,N,N,N,,,3
Zv.0290_P2_P2_P2.2.1.1,7/2/23,7/1/23,,,,,,,,,,,N,N,N,0,1,
Zv.0290_P2_P2_P2.2.1.1,7/2/23,7/2/23,231,81,3,9.6,67.1,15.9,63,7/20/23,44.1,8/5/23,N,N,N,,,1
Zv.0290_P2_P2_P2.2.1.1,7/5/23,7/4/23,212,80,3,8.2,57.1,14.9,61.1,7/17/23,47.8,8/10/23,N,N,N,,,1
Zv.0290_P2_P3_P1.1.1.1,6/25/23,6/25/23,,,,,,,,,,,N,N,N,,,
Zv.0290_P2_P3_P1.1.1.1,6/28/23,6/27/23,204,60,2,9,68.7,14.9,69.7,7/19/23,47.5,8/2/23,N,N,N,,,1
Zv.0290_P2_P3_P1.1.1.1,6/28/23,6/28/23,205,64,2,8.2,64,15.2,60.4,7/16/23,37.6,8/2/23,N,N,N,2,1,2
Zv.0290_P2_P3_P1.2.1.1,7/3/23,7/4/23,158,50,2,,,,,,,,N,N,N,0,1,
Zv.0290_P2_P3_P1.2.1.1,7/4/23,7/2/23,146,49,2,7.8,58.1,14.8,50.2,7/18/23,16.9,8/7/23,N,N,N,,,1
Zv.0290_P2_P3_P1.2.1.1,7/2/23,7/1/23,188,65,2,9.9,71,15,61.9,7/17/23,53.8,8/5/23,N,N,N,,,2
Zv.0290_P2_P4_P1.1.1.1,6/25/23,6/25/23,221,82,2,,,,,,,,N,N,N,0,1,
Zv.0290_P2_P4_P1.1.1.1,6/28/23,6/27/23,194,63,2,9.2,66.3,13.4,60.7,7/19/23,50.2,8/2/23,N,N,N,,,3
Zv.0290_P2_P4_P1.1.1.1,7/3/23,7/1/23,201,63,2,8.8,59.1,13.4,54.2,7/17/23,37.5,8/5/23,N,N,N,,,1
Zv.0290_P2_P4_P1.2.1.1,6/27/23,6/27/23,,,,,,,,,,,N,N,N,0,1,
Zv.0290_P2_P4_P1.2.1.1,6/30/23,6/30/23,198,59,2,7.7,58,13.7,49.4,7/19/23,31.5,8/3/23,N,N,N,,,2
Zv.0290_P2_P4_P1.2.1.1,6/27/23,6/27/23,192,62,2,8.1,52.5,13.6,56.6,7/17/23,,,N,N,N,,,1
Zv.0290_P2_P4_P2.1.1.1,7/2/23,7/1/23,217,107,4,,,,,,,,N,N,Y,0,1,
Zv.0290_P2_P4_P2.1.1.1,7/3/23,7/3/23,203,77,2,6.8,56,13.6,51.1,7/19/23,14.9,8/5/23,N,N,N,,,0
Zv.0290_P2_P4_P2.1.1.1,7/1/23,6/30/23,192,92,3,7.5,49.2,14,59.2,7/16/23,36.9,8/3/23,N,N,N,,,0
Zv.0290_P2_P4_P2.2.1.1,7/6/23,7/4/23,186,53,1,,,,,,10.8,8/9/23,N,N,N,1,1,
Zv.0290_P2_P4_P2.2.1.1,7/3/23,7/3/23,175,63,1,7.3,54.6,12.5,,,,,N,N,N,,,0
Zv.0290_P2_P4_P2.2.1.1,7/2/23,7/1/23,207,82,2,8.1,58.1,15,63.1,7/16/23,67.2,8/5/23,N,N,N,,,1
Zv.0120_P2_P2_P1.2.1.1,7/3/23,7/4/23,171,70,2,,,,,,,,N,Y,Y,1,1,
Zv.0120_P2_P2_P1.2.1.1,7/2/23,7/1/23,184,64,2,7.8,56.5,12.7,61.4,7/19/23,47.9,8/5/23,N,N,N,,,2
Zv.0120_P2_P2_P1.2.1.1,7/7/23,7/5/23,193,80,2,10.1,69.6,12.5,72,7/17/23,51.2,8/10/23,N,Y,Y,,,2
Zv.0120_P2_P2_P2.2.1.1,6/26/23,6/26/23,160,60,3,,,,,,,,N,N,Y,0,1,
Zv.0120_P2_P2_P2.2.1.1,6/26/23,6/26/23,148,50,5,7.1,65.8,11.6,67.6,7/19/23,53.6,7/31/23,N,N,Y,,,1
Zv.0120_P2_P2_P2.2.1.1,6/27/23,6/26/23,165,70,3,7.6,75.2,12,57.1,7/18/23,,,N,N,N,,,0
Zv.0120_P2_P3_P1.1.1.1,6/29/23,6/28/23,205,97,5,,,,,,,,N,N,N,1,1,
Zv.0120_P2_P3_P1.1.1.1,6/30/23,6/30/23,169,66,3,7.6,56.9,12.3,55.3,7/15/23,29,8/3/23,N,N,N,,,1
