Lines,DTS,DTA,PH,EH,EN,BW,BL,SL,SPAD1,SPAD1_Date,SPAD2,SPAD2_Date,ST,StPu,StPi,Kinki,Prolif,NBR
Zh.0030_P4_P5_P1.2.1.1,7/4/23,7/3/23,192,62,2,8.1,60.7,13.5,52.2,7/17/23,8.6,8/7/23,N,N,N,,,0
Zh.0030_P4_P5_P1.3.1.1,7/3/23,7/1/23,,,,,,,,,,,N,N,N,0,1,
Zh.0030_P4_P5_P1.3.1.1,7/4/23,7/3/23,160,65,2,6,48.5,12.8,,,,,N,N,N,,,2
Zh.0030_P4_P5_P1.3.1.1,7/6/23,7/6/23,210,80,2,8.1,62.9,13.1,58.2,7/17/23,12.1,8/10/23,N,N,N,,,3
Zh.0030_P4_P5_P1.4.1.1,7/4/23,7/4/23,201,78,3,,,,,,39.8,8/7/23,N,N,N,1,1,
Zh.0030_P4_P5_P1.4.1.1,7/7/23,7/7/23,187,63,2,7.4,57.5,12.5,47.3,7/19/23,,,N,N,N,,,2
Zh.0030_P4_P5_P1.4.1.1,7/5/23,7/5/23,202,71,3,6.7,62,13.4,60.2,7/17/23,61.9,8/10/23,N,Y,Y,,,2
Zh.0030_P4_P5_P2.1.1.1,7/4/23,7/4/23,195,78,3,,,,,,,,N,N,N,0,1,
Zh.0030_P4_P5_P2.1.1.1,7/8/23,7/6/23,174,67,2,7.5,56.6,12.4,59.4,7/20/23,,,N,N,N,,,1
Zh.0030_P4_P5_P2.1.1.1,7/5/23,7/2/23,190,73,3,8.4,56,12.6,51.3,7/17/23,,,N,Y,Y,,,2
Zh.0030_P4_P5_P2.2.1.1,7/6/23,7/6/23,,,,,,,,,,,N,N,N,0,1,
Zh.0030_P4_P5_P2.2.1.1,NA,NA,,,,,,,,7/19/23,,,,,,,,
Zh.0030_P4_P5_P2.2.1.1,7/7/23,7/4/23,223,93,2,7.9,73.4,16.2,61.5,7/17/23,36.5,8/10/23,N,N,N,,,1
Zh.0030_P4_P5_P2.3.1.1,6/29/23,6/28/23,190,73,2,,,,,,,,N,N,N,1,1,
Zh.0030_P4_P5_P2.3.1.1,7/4/23,7/3/23,156,60,2,6.8,56.4,10.4,,,,,N,N,N,,,2
Zh.0030_P4_P5_P2.3.1.1,7/1/23,6/30/23,203,70,2,9.3,55.4,14,61.4,7/18/23,,,N,N,N,,,2
Zx.0520_P2_P2_P1.1.1.1,6/29/23,7/2/23,148,57,3,,,,,,3.7,8/2/23,N,N,Y,1,1,
Zx.0520_P2_P2_P1.1.1.1,6/29/23,6/29/23,147,60,2,8,56.6,13,40,7/18/23,42.5,8/2/23,N,N,Y,,,2
Zx.0520_P2_P2_P1.1.1.1,6/30/23,7/2/23,143,53,2,7.5,56.2,14,33.7,7/17/23,,,N,N,N,,,1
Zx.0520_P2_P2_P1.2.1.1,7/1/23,6/29/23,,,,,,,,,,,N,N,N,1,1,
Zx.0520_P2_P2_P1.2.1.1,7/1/23,7/2/23,207,75,4,9.2,67.3,13.6,58.4,7/19/23,42.4,8/3/23,N,N,N,,,2
Zx.0520_P2_P2_P1.2.1.1,7/2/23,7/1/23,196,92,3,8.1,61.3,13.6,56.5,7/17/23,35.1,8/5/23,N,N,N,,,1
Zx.0520_P2_P3_P1.2.1.1,7/1/23,6/30/23,,,,,,,,,,,N,N,N,,,
Zx.0520_P2_P3_P1.2.1.1,6/30/23,6/27/23,136,50,2,5.9,42,12.6,,,,,N,N,N,,,1
Zx.0520_P2_P3_P1.2.1.1,6/27/23,6/26/23,162,65,4,7.7,54.5,14.5,49,7/17/23,31.5,8/1/23,N,Y,Y,,,1
Zx.0520_P2_P4_P1.1.1.1,6/26/23,6/26/23,,,,,,,,,,,N,N,N,,,
Zx.0520_P2_P4_P1.1.1.1,6/30/23,6/29/23,172,67,3,7.2,53.5,13.8,53.9,7/20/23,,,N,N,N,,,2
Zx.0520_P2_P4_P1.1.1.1,6/26/23,6/26/23,190,53,5,10,59.2,13,66.8,7/16/23,45.6,7/31/23,N,N,N,,,1
Zx.0520_P2_P4_P1.2.1.1,7/1/23,6/29/23,201,60,3,,,,,,,,N,N,N,1,1,
Zx.0520_P2_P4_P1.2.1.1,7/1/23,6/30/23,187,67,2,6.7,46,13.8,49.3,7/19/23,37.8,8/3/23,N,N,Y,,,1
Zx.0520_P2_P4_P1.2.1.1,6/30/23,6/27/23,198,68,3,9.9,67,13.1,63,7/16/23,43.4,8/3/23,N,N,N,0,1,1
Zx.0520_P2_P5_P1.2.1.1,6/29/23,6/29/23,167,61,3,,,,,,51.9,8/2/23,N,N,N,0,1,
Zx.0520_P2_P5_P1.2.1.1,6/30/23,6/30/23,158,57,3,7.8,55.6,12.5,66,7/18/23,42.1,8/3/23,N,N,N,,,2
Zx.0520_P2_P5_P1.2.1.1,6/28/23,6/28/23,160,49,4,7.6,54.9,13.4,59.3,7/16/23,47.6,8/2/23,N,Y,Y,0,2,2
Zx.0520_P4_P1_P1.1.1.1,7/3/23,7/2/23,,,,,,,,,,,N,N,N,1,1,
Zx.0520_P4_P1_P1.1.1.1,7/5/23,7/5/23,174,55,2,8.6,63,15,62.5,7/19/23,17.4,8/10/23,N,N,N,,,1
Zx.0520_P4_P1_P1.1.1.1,7/1/23,6/30/23,192,62,2,8.6,66,15.1,62.5,7/18/23,,,N,N,N,,,1
Zx.0520_P4_P1_P1.2.1.1,7/2/23,7/1/23,197,66,3,,,,,,,,N,N,N,0,1,
Zx.0520_P4_P1_P1.2.1.1,7/2/23,6/30/23,172,61,1,7.8,55.9,14,51.4,7/20/23,34.7,8/5/23,N,N,N,,,2
Zx.0520_P4_P1_P1.2.1.1,7/1/23,7/1/23,170,48,2,7,53,13.6,59.4,7/16/23,38.4,8/3/23,N,N,N,0,2,1
Zx.0520_P4_P2_P1.1.1.1,6/28/23,6/27/23,158,56,2,,,,,,33.3,8/2/23,N,N,N,0,1,
Zx.0520_P4_P2_P1.1.1.1,6/26/23,6/27/23,177,50,2,6.7,55.2,12.6,59.1,7/19/23,54,7/31/23,N,N,N,,,1
Zx.0520_P4_P2_P1.1.1.1,6/27/23,6/26/23,203,70,2,9.3,71.4,13.2,63.8,7/17/23,,,N,N,N,,,2
Zx.0520_P4_P2_P1.2.1.1,6/24/23,6/25/23,,,,,,,,,,,N,N,Y,1,1,
Zx.0520_P4_P2_P1.2.1.1,6/24/23,6/25/23,187,62,2,8.3,58,13.8,59.5,7/19/23,57,7/30/23,N,N,N,,,2
Zx.0520_P4_P2_P1.2.1.1,6/27/23,6/27/23,195,74,2,9.7,65.2,13.4,63.6,7/17/23,,,N,N,N,,,0
Zx.0520_P4_P2_P3.1.1.1,6/28/23,6/28/23,183,74,3,,,,,,37.7,8/2/23,N,N,N,0,1,
Zx.0520_P4_P2_P3.1.1.1,6/28/23,6/28/23,179,75,3,7.6,55.5,13.4,49.8,7/19/23,35.2,8/2/23,N,N,N,,,1
Zx.0520_P4_P2_P3.1.1.1,7/2/23,7/2/23,174,73,2,7.7,55.7,14.5,52.8,7/17/23,41.8,8/5/23,N,N,Y,,,1
Zx.0520_P4_P2_P3.2.1.1,7/6/23,7/6/23,215,93,2,,,,,,,,N,N,N,1,1,
Zx.0520_P4_P2_P3.2.1.1,7/6/23,7/5/23,175,70,2,8,50.4,14.2,,,,,N,N,N,,,1
Zx.0520_P4_P2_P3.2.1.1,7/2/23,7/2/23,211,77,1,9.4,68.1,13.8,56.6,7/16/23,39,8/5/23,N,N,Y,,,2
Zx.0370_P2_P1_P1.1.1.1,7/1/23,6/29/23,202,67,2,,,,,,,,N,N,N,0,1,
Zx.0370_P2_P1_P1.1.1.1,6/29/23,6/27/23,208,67,2,7.1,51,13.2,48,7/20/23,37.2,8/2/23,N,N,N,,,0
Zx.0370_P2_P1_P1.1.1.1,7/2/23,7/1/23,192,70,3,7,55.1,11.5,55,7/16/23,52.4,8/5/23,N,N,N,1,1,1
Zx.0370_P2_P1_P1.2.1.1,6/28/23,6/27/23,,,,,,,,,,,N,N,N,,,
Zx.0370_P2_P1_P1.2.1.1,7/2/23,7/1/23,196,70,2,7.3,56.6,11.8,,,,,N,N,N,,,1
Zx.0370_P2_P1_P1.2.1.1,7/1/23,7/2/23,201,76,2,9.7,69.2,14,60.1,7/16/23,32,8/3/23,N,N,N,,,1
Zx.0370_P2_P2_P1.1.1.1,7/12/23,7/12/23,209,71,2,,,,,,35.1,8/15/23,N,N,N,0,1,
Zx.0370_P2_P2_P1.1.1.1,7/12/23,7/12/23,248,77,1,8,64.8,13.8,56.2,7/19/23,11.5,8/15/23,N,N,N,,,2
Zx.0370_P2_P2_P1.1.1.1,7/8/23,7/7/23,233,86,2,9.4,61.9,14.1,56.5,7/18/23,,,N,N,N,,,2
Zx.0370_P2_P2_P1.2.1.1,7/2/23,7/3/23,165,54,3,,,,,,,,N,Y,N,0,1,
Zx.0370_P2_P2_P1.2.1.1,6/25/23,6/27/23,186,71,3,7,64.2,13.4,56.5,7/19/23,52.2,7/31/23,N,N,N,,,1
Zx.0370_P2_P2_P1.2.1.1,7/2/23,6/30/23,162,63,4,7.6,54.6,15,51.2,7/17/23,,,N,N,N,,,1
Zx.0370_P2_P3_P1.1.1.1,6/28/23,6/28/23,165,50,4,,,,,,,,N,N,N,1,2,
Zx.0370_P2_P3_P1.1.1.1,7/3/23,7/2/23,157,30,2,7.7,60.1,12,51.2,7/20/23,48.9,8/5/23,N,N,N,,,1
Zx.0370_P2_P3_P1.1.1.1,7/1/23,6/30/23,167,41,4,7.5,58.1,13.1,55.2,7/16/23,42.5,8/3/23,N,N,N,,,1
Zx.0370_P2_P4_P1.3.1.1,6/27/23,6/28/23,211,100,2,,,,,,,,N,N,Y,0,1,
Zx.0370_P2_P4_P1.3.1.1,6/27/23,6/27/23,207,94,3,7.3,46,14.9,49.4,7/19/23,42.6,8/1/23,N,N,N,,,1
Zx.0370_P2_P4_P1.3.1.1,6/28/23,6/28/23,209,91,5,8.5,54.2,15.2,58.7,7/18/23,,,N,N,Y,,,1
Zx.0370_P2_P5_P1.1.1.1,6/29/23,6/28/23,,,,,,,,,,,N,N,N,,,
Zx.0370_P2_P5_P1.1.1.1,6/29/23,6/28/23,,,,,,,,,,,N,N,N,0,1,
Zx.0370_P2_P5_P1.1.1.1,7/1/23,6/29/23,182,75,2,,,,,,28.7,8/3/23,N,N,N,0,1,
Zx.0370_P2_P5_P1.1.1.1,6/29/23,6/29/23,189,70,2,7.6,59,13,60.7,7/20/23,44.1,8/2/23,N,N,N,,,1
Zx.0370_P2_P5_P1.1.1.1,7/7/23,7/2/23,140,40,2,7.8,49,12.8,,,,,N,N,N,,,1
Zx.0370_P2_P5_P1.1.1.1,7/6/23,7/2/23,169,53,2,5.8,48.1,15,54.2,7/18/23,,,N,N,N,,,1
Zx.0370_P2_P5_P1.1.1.1,6/26/23,6/26/23,192,79,3,7.5,64.8,13,63.6,7/16/23,53.3,7/31/23,N,N,N,1,1,1
Zx.0370_P2_P5_P1.1.1.1,7/2/23,7/1/23,184,66,3,10,67.9,13.3,56.1,7/16/23,51.3,8/5/23,N,N,N,0,1,1
Zx.0370_P2_P5_P1.1.1.1,7/1/23,7/1/23,194,73,2,7,49.7,14.4,55.7,7/16/23,41.6,8/3/23,N,N,N,,,0
#N/A,6/29/23,6/29/23,218,95,2,,,,,,,,N,N,N,1,1,
#N/A,7/2/23,6/30/23,188,77,1,8.7,62,13.8,57,7/20/23,55,8/5/23,N,N,N,,,0
#N/A,7/1/23,7/4/23,193,93,3,9.3,55.3,14.2,59.9,7/16/23,44.6,8/3/23,N,N,Y,,,0
#N/A,7/1/23,6/28/23,167,68,2,,,,,,34.7,8/3/23,N,N,N,0,1,
#N/A,6/30/23,6/25/23,182,64,2,7.8,63.8,14.2,54,7/19/23,40.9,8/3/23,N,N,N,,,2
#N/A,6/29/23,6/25/23,165,53,2,7.6,66.6,12.7,54,7/17/23,39.3,8/2/23,N,N,N,,,1
Zx.0370_P2_P5_P1.4.1.1,7/4/23,6/30/23,,,,,,,,,,,N,N,N,1,1,
Zx.0370_P2_P5_P1.4.1.1,7/3/23,7/5/23,205,80,3,10,59.3,15,63,7/19/23,45.9,8/5/23,N,N,N,,,1
Zx.0370_P2_P5_P1.4.1.1,7/5/23,7/5/23,175,65,2,9,60.9,13.4,48.3,7/16/23,,,N,N,N,0,2,1
Zx.0480_P1_P1_P2.2.1.1,6/25/23,6/24/23,221,63,2,,,,,,,,N,N,Y,1,1,
Zx.0480_P1_P1_P2.2.1.1,7/2/23,6/30/23,210,84,3,7.9,65,14.7,49.3,7/20/23,48.5,8/5/23,N,N,Y,,,1
Zx.0480_P1_P1_P2.2.1.1,6/29/23,6/27/23,234,100,3,7.5,63.1,16.8,56.1,7/18/23,,,N,N,Y,,,1
Zx.0480_P1_P3_P2.1.1.1,7/1/23,7/1/23,191,62,2,,,,,,36.5,8/3/23,N,N,N,0,2,
Zx.0480_P1_P3_P2.1.1.1,6/29/23,6/29/23,175,50,2,8.2,58.1,12.5,50.3,7/19/23,35.2,8/2/23,N,N,N,,,3
Zx.0480_P1_P3_P2.1.1.1,6/28/23,6/27/23,181,75,4,8.3,52.6,13,49.9,7/18/23,,,N,N,N,,,1
Zx.0480_P1_P3_P2.2.1.1,7/1/23,6/29/23,,,,,,,,,,,N,N,N,,,
Zx.0480_P1_P3_P2.2.1.1,7/3/23,7/1/23,187,65,3,8.1,62,13,56.1,7/19/23,15,8/5/23,N,N,N,,,2
Zx.0480_P1_P3_P2.2.1.1,7/1/23,6/29/23,162,65,3,7,56,12.6,49.3,7/16/23,26.2,8/3/23,N,N,N,,,2
Zx.0480_P1_P5_P1.1.1.1,6/29/23,6/28/23,190,62,2,,,,,,23.2,8/2/23,N,N,N,0,1,
Zx.0480_P1_P5_P1.1.1.1,7/2/23,7/1/23,168,57,3,7.6,52.4,14.6,49,7/18/23,37.5,8/5/23,N,N,N,,,1
Zx.0480_P1_P5_P1.1.1.1,6/28/23,6/27/23,198,74,4,9.7,58.6,14.7,60.7,7/17/23,43.5,8/2/23,N,N,N,,,2
Zx.0480_P1_P5_P2.2.1.1,7/2/23,7/1/23,195,58,2,,,,,,35.1,8/5/23,N,N,Y,0,1,
Zx.0480_P1_P5_P2.2.1.1,6/30/23,6/29/23,189,47,1,7.6,60,14.6,57.1,7/19/23,23.6,8/3/23,N,N,N,,,2
Zx.0480_P1_P5_P2.2.1.1,7/1/23,6/28/23,185,65,2,7.1,53.6,14,46.3,7/17/23,21.2,8/5/23,N,N,N,,,1
Zx.0480_P2_P2_P1.1.1.1,6/28/23,6/27/23,,,,,,,,,,,N,N,N,1,1,
Zx.0480_P2_P2_P1.1.1.1,7/1/23,6/26/23,149,50,2,7,,12,,,,,N,N,N,,,0
Zx.0480_P2_P2_P1.1.1.1,7/1/23,6/30/23,206,75,5,8.4,71.8,15.3,61.6,7/17/23,45.9,8/3/23,N,N,N,,,2
Zx.0480_P2_P5_P1.2.1.1,6/26/23,6/26/23,,,,,,,,,,,N,N,Y,0,1,
Zx.0480_P2_P5_P1.2.1.1,6/29/23,6/29/23,175,57,2,6.5,45.5,13.1,,,,,N,N,N,,,1
Zx.0480_P2_P5_P1.2.1.1,6/28/23,6/29/23,195,63,4,7,57.3,13.3,57,7/18/23,,,N,N,N,,,1
Zx.0470_P2_P1_P1.1.1.1,6/29/23,6/27/23,,,,,,,,,,,N,N,N,0,2,
Zx.0470_P2_P1_P1.1.1.1,6/29/23,6/28/23,167,45,2,7,,11.5,,,,,N,N,N,,,1
Zx.0470_P2_P1_P1.1.1.1,6/28/23,6/28/23,184,60,4,9.4,63.6,13.6,49.5,7/18/23,,,N,N,N,,,1
Zx.0470_P2_P1_P1.2.1.1,6/26/23,6/25/23,,,,,,,,,,,N,N,N,1,1,
Zx.0470_P2_P1_P1.2.1.1,6/29/23,6/28/23,180,55,3,8.6,64,13.3,51.7,7/19/23,44.3,8/2/23,N,N,Y,,,1
Zx.0470_P2_P1_P1.2.1.1,6/28/23,6/27/23,173,53,4,8.6,58.3,13,57.6,7/18/23,,,N,N,N,,,0
Zx.0470_P2_P1_P2.1.1.1,6/30/23,6/28/23,,,,,,,,,,,N,N,Y,,,
Zx.0470_P2_P1_P2.1.1.1,7/3/23,6/30/23,193,44,1,8.2,59.2,12.5,50.1,7/19/23,,,N,N,Y,,,2
Zx.0470_P2_P1_P2.1.1.1,7/17/23,7/6/23,159,,,6.2,53,13,38.9,7/16/23,12,8/16/23,N,N,N,,,0
Zx.0470_P2_P1_P2.2.1.1,6/25/23,6/26/23,180,70,4,,,,,,,,N,N,N,0,1,
Zx.0470_P2_P1_P2.2.1.1,6/26/23,6/25/23,149,43,2,6.5,,10.5,,,,,N,N,N,,,1
Zx.0470_P2_P1_P2.2.1.1,7/1/23,7/1/23,169,54,3,7.1,61,12.5,52.5,7/17/23,41.3,8/5/23,N,N,N,,,1
Zx.0470_P2_P2_P1.1.1.1,6/29/23,6/27/23,170,46,2,,,,,,42.8,8/2/23,N,N,N,1,1,
Zx.0470_P2_P2_P1.1.1.1,6/27/23,6/26/23,181,66,2,7.1,51.8,12.8,45.9,7/19/23,28.5,8/1/23,N,N,N,,,1
Zx.0470_P2_P2_P1.1.1.1,6/28/23,6/27/23,173,63,2,7.9,59,12.5,55.4,7/18/23,,,N,N,N,,,1
Zx.0470_P2_P2_P1.2.1.1,6/28/23,6/27/23,178,70,4,,,,,,,,N,N,N,1,1,
Zx.0470_P2_P2_P1.2.1.1,7/1/23,6/28/23,165,64,2,6.5,41,14.4,46.4,7/19/23,38.8,8/3/23,N,N,N,1,1,0
Zx.0470_P2_P2_P1.2.1.1,7/1/23,7/1/23,162,55,4,7.7,60.7,13.3,52.6,7/17/23,13.1,8/5/23,N,N,N,,,2
Zx.0470_P2_P3_P1.1.1.1,7/1/23,6/29/23,213,102,2,,,,,,,,N,N,N,1,1,
Zx.0470_P2_P3_P1.1.1.1,7/4/23,7/3/23,199,79,2,8,55.8,14.4,54.8,7/19/23,22,8/7/23,N,N,Y,,,1
Zx.0470_P2_P3_P1.1.1.1,7/3/23,7/1/23,200,72,2,7,51.2,15,53.8,7/16/23,44.9,8/5/23,N,N,N,,,1
Zx.0470_P2_P3_P1.2.1.1,6/25/23,6/26/23,185,81,3,,,,,,,,N,N,N,1,1,
Zx.0470_P2_P3_P1.2.1.1,6/29/23,6/29/23,187,90,3,7.6,60.5,13.8,61.7,7/19/23,39.5,8/2/23,N,N,N,,,2
Zx.0470_P2_P3_P1.2.1.1,6/30/23,6/30/23,192,80,4,7.2,57.9,13.5,58.3,7/18/23,,,N,N,N,,,2
#N/A,7/2/23,6/29/23,168,46,3,,,,,7/20/23,,,N,N,N,,,
#N/A,6/30/23,6/30/23,157,45,3,7.1,59.2,13.1,54.8,7/19/23,44.3,8/3/23,N,N,N,,,1
#N/A,6/28/23,6/28/23,151,52,4,7.6,58.1,12,57,7/17/23,39.9,8/1/23,N,N,Y,,,1
Zx.0470_P2_P4_P1.1.1.1,6/28/23,6/28/23,,,,,,,,,,,N,N,N,0,1,
Zx.0470_P2_P4_P1.1.1.1,7/1/23,6/30/23,200,74,2,7,58.1,13.4,51.7,7/20/23,31.4,8/3/23,N,N,N,,,1
Zx.0470_P2_P4_P1.1.1.1,7/1/23,6/29/23,200,78,2,7.1,52.3,13.9,57.3,7/16/23,46.9,8/3/23,N,N,N,,,1
Zx.0470_P2_P4_P1.2.1.1,7/4/23,7/1/23,151,47,2,,,,,,37,8/7/23,N,N,N,0,1,
Zx.0470_P2_P4_P1.2.1.1,7/2/23,6/30/23,152,51,2,7.6,56.4,13.1,54.6,7/19/23,42.1,8/5/23,N,N,N,,,0
Zx.0470_P2_P4_P1.2.1.1,6/30/23,6/27/23,165,53,2,6,48.1,13.2,53.9,7/16/23,45.5,8/3/23,N,N,N,0,1,1
Zx.0470_P2_P4_P2.1.1.1,7/5/23,7/5/23,193,68,2,,,,,,35.2,8/9/23,N,N,N,2,1,
Zx.0470_P2_P4_P2.1.1.1,6/29/23,6/29/23,174,59,5,8.4,62.8,11.4,57,7/19/23,34.3,8/2/23,N,N,N,,,1
Zx.0470_P2_P4_P2.1.1.1,7/2/23,7/1/23,202,78,3,5.9,44.4,13.8,46.5,7/16/23,25.9,8/5/23,N,N,N,,,1
Zx.0470_P2_P4_P2.2.1.1,6/27/23,6/27/23,,,,,,,,,,,N,N,N,1,1,
Zx.0470_P2_P4_P2.2.1.1,6/30/23,6/28/23,177,52,3,8,62.1,13,48.1,7/19/23,36.3,8/3/23,N,N,N,,,1
Zx.0470_P2_P4_P2.2.1.1,7/2/23,6/30/23,153,43,1,7.3,65,13.4,36.6,7/17/23,,,N,N,N,,,0
Zx.0510_P1_P1_P1.3.1.1,7/6/23,7/6/23,212,80,2,,,,,,,,N,N,N,0,1,
Zx.0510_P1_P1_P1.3.1.1,7/5/23,7/4/23,193,78,2,8,62.1,13.5,,,,,N,N,N,,,1
Zx.0510_P1_P1_P1.3.1.1,7/6/23,7/5/23,202,82,3,9.2,71.9,14,64,7/16/23,,,N,N,N,,,1
Zx.0510_P1_P2_P1.1.1.1,7/2/23,7/1/23,195,73,4,,,,,,40.6,8/5/23,N,N,N,1,1,
Zx.0510_P1_P2_P1.1.1.1,7/9/23,7/2/23,151,65,2,7.5,50.5,13,,,,,N,N,N,,,0
Zx.0510_P1_P2_P1.1.1.1,7/1/23,6/30/23,185,76,4,7.8,57.5,14.3,60.1,7/16/23,41.9,8/3/23,N,N,N,0,2,0
Zx.0510_P1_P2_P1.2.1.1,7/1/23,7/1/23,,,,,,,,,,,N,N,N,,,
Zx.0510_P1_P2_P1.2.1.1,7/1/23,6/29/23,197,58,2,7.7,65.5,15,52,7/20/23,9.3,8/3/23,N,N,N,,,1
Zx.0510_P1_P2_P1.2.1.1,6/27/23,6/26/23,195,75,2,8.4,66,14.4,65.2,7/16/23,45.3,8/1/23,N,N,N,,,1
Zx.0510_P1_P2_P2.1.1.1,7/2/23,7/1/23,195,70,2,,,,,,31.9,8/5/23,N,N,N,1,1,
Zx.0510_P1_P2_P2.1.1.1,7/1/23,7/1/23,187,61,2,7.2,47.3,15,58.4,7/19/23,38.7,8/3/23,N,N,N,,,1
Zx.0510_P1_P2_P2.1.1.1,7/7/23,7/5/23,200,71,2,10,65.4,16,54.2,7/17/23,29.4,8/10/23,N,N,N,,,2
Zx.0510_P1_P3_P1.2.1.1,6/29/23,6/29/23,186,63,2,,,,,,40.7,8/2/23,N,N,N,1,1,
Zx.0510_P1_P3_P1.2.1.1,6/26/23,6/26/23,177,59,2,8,62.5,13,,,,,N,N,N,,,1
Zx.0510_P1_P3_P1.2.1.1,7/2/23,6/30/23,183,80,2,8.8,65,14,56.6,7/17/23,,,N,N,N,,,2
Zx.0510_P1_P3_P2.1.1.1,7/1/23,6/30/23,190,70,5,,,,,,,,N,N,N,0,2,
Zx.0510_P1_P3_P2.1.1.1,7/4/23,7/2/23,168,51,3,6.8,54.8,13.4,,,,,N,N,N,,,1
Zx.0510_P1_P3_P2.1.1.1,7/2/23,7/1/23,195,57,3,7.2,57.4,12.6,62.4,7/16/23,41,8/5/23,N,N,N,1,3,1
Zx.0510_P1_P3_P2.2.1.1,7/10/23,7/4/23,190,62,4,,,,,,,,N,N,Y,0,3,
Zx.0510_P1_P3_P2.2.1.1,7/6/23,7/6/23,202,73,2,8.4,69.7,12.5,60,7/19/23,22.7,8/9/23,N,N,N,,,3
Zx.0510_P1_P3_P2.2.1.1,7/7/23,7/4/23,204,80,4,9.8,68.2,13,61.3,7/17/23,,,N,N,Y,,,2
Zx.0510_P1_P4_P1.2.1.1,6/27/23,6/27/23,200,62,2,,,,,,,,N,N,Y,2,1,
Zx.0510_P1_P4_P1.2.1.1,7/4/23,7/1/23,210,65,2,7.6,55,13.3,65,7/19/23,48.6,8/7/23,N,N,Y,,,2
Zx.0510_P1_P4_P1.2.1.1,6/28/23,6/27/23,202,77,3,7.8,60.1,12.9,66.6,7/16/23,61.9,8/2/23,N,N,N,,,2
Zx.0510_P1_P5_P1.1.1.1,7/1/23,6/27/23,209,75,2,,,,,,,,N,N,N,0,1,
Zx.0510_P1_P5_P1.1.1.1,6/29/23,6/28/23,211,75,4,8.5,67.9,14.1,63.4,7/19/23,44.3,8/2/23,N,N,N,,,1
Zx.0510_P1_P5_P1.1.1.1,7/4/23,7/2/23,209,61,1,8.8,72.7,15.2,56.7,7/17/23,27.8,8/7/23,N,N,N,,,2
Zx.0510_P1_P5_P1.2.1.1,7/5/23,7/2/23,,,,,,,,,,,N,N,N,0,1,
Zx.0510_P1_P5_P1.2.1.1,7/6/23,7/5/23,172,58,2,7.4,61,14.5,,,,,N,N,N,,,2
Zx.0510_P1_P5_P1.2.1.1,7/4/23,7/2/23,196,65,2,8.1,66.7,14.7,58.4,7/16/23,43,8/7/23,N,N,N,0,1,2
Zx.0380_P2_P1_P1.2.1.1,7/3/23,7/2/23,189,70,2,,,,,,43.7,8/5/23,N,N,N,1,1,
Zx.0380_P2_P1_P1.2.1.1,6/30/23,6/28/23,168,63,2,8.4,58.6,14.5,,,,,N,N,Y,,,1
Zx.0380_P2_P1_P1.2.1.1,7/2/23,7/1/23,192,64,2,8.3,61,14.7,49.9,7/16/23,5.6,8/5/23,N,N,N,,,0
Zx.0380_P2_P2_P1.2.1.1,6/30/23,7/2/23,225,83,3,,,,,,34.5,8/3/23,N,N,Y,0,1,
Zx.0380_P2_P2_P1.2.1.1,7/3/23,7/3/23,160,65,2,6.6,57.6,14,,,,,N,N,Y,,,1
Zx.0380_P2_P2_P1.2.1.1,6/30/23,6/30/23,207,90,4,7,54.9,15,56.5,7/16/23,32.8,8/3/23,N,N,N,1,1,0
Zx.0380_P2_P2_P2.2.1.1,7/4/23,7/2/23,201,80,2,,,,,,15.1,8/7/23,N,N,N,0,1,
Zx.0380_P2_P2_P2.2.1.1,7/3/23,7/2/23,197,69,2,8.9,66.8,13.5,57.4,7/19/23,40.8,8/5/23,N,N,N,,,2
Zx.0380_P2_P2_P2.2.1.1,7/2/23,7/1/23,193,60,2,7.8,57.1,15,46.8,7/17/23,12.4,8/5/23,N,N,N,,,2
Zx.0380_P2_P2_P2.3.1.1,7/4/23,6/29/23,,,,,,,,,,,N,N,N,0,1,
Zx.0380_P2_P2_P2.3.1.1,7/4/23,7/1/23,177,67,1,8.2,53.4,12.8,58.6,7/19/23,38.6,8/7/23,N,N,N,,,2
Zx.0380_P2_P2_P2.3.1.1,6/30/23,6/30/23,195,75,3,9,58.4,13,70.6,7/16/23,53.5,8/3/23,N,N,N,,,2
Zx.0380_P2_P4_P1.1.1.1,7/1/23,7/1/23,162,65,4,,,,,,5,8/3/23,N,N,N,0,1,
Zx.0380_P2_P4_P1.1.1.1,6/30/23,6/27/23,157,60,1,9.8,57.4,13.1,,,,,N,N,N,,,0
Zx.0380_P2_P4_P1.1.1.1,7/1/23,6/30/23,152,70,4,7.4,45.6,13.8,51.4,7/16/23,9.2,8/3/23,N,N,N,,,1
Zx.0380_P2_P4_P2.1.1.1,7/9/23,7/7/23,167,45,2,,,,,,,,N,N,N,0,1,
Zx.0380_P2_P4_P2.1.1.1,6/29/23,6/27/23,157,55,1,7.6,,13.8,,,,,N,N,N,,,0
Zx.0380_P2_P4_P2.1.1.1,7/1/23,6/30/23,182,60,2,8.7,60.6,13.3,59.8,7/18/23,,,N,N,N,,,1
Zx.0380_P2_P4_P2.2.1.1,6/25/23,6/26/23,174,67,4,,,,,,,,N,N,Y,1,1,
Zx.0380_P2_P4_P2.2.1.1,6/30/23,6/30/23,171,45,2,7.1,60,12.8,53.8,7/19/23,32.3,8/3/23,N,N,N,,,1
